office_name	longitude	latitude	streetname	streetnum	city	zipcode
Fort Worth	-97.065345000000	32.730499000000	Roberts	2412	Arlington	76010
Fort Worth	-96.672828000000	32.839130000000	Norwood	2402	Dallas	75228
Denton	-97.072311401367	32.722732543945	Reever	2119	Arlington	76010
Fort Worth	-97.173676000000	32.989925000000	VALLEY WOOD	11	Trophy Club	76262
Fort Worth	-97.070640000000	33.075695000000	Scottish Mist	731	Highland Village	75077
Dallas	-96.873237000000	32.886554000000	Carry Back	10355	Dallas	75229
Atlanta	-84.286445617676	33.749038696289	Patrick	2632	Atlanta	30317
San Antonio	-98.473861000000	29.510843000000	Colton	118	San Antonio	78209
San Antonio	-98.404006000000	29.491781000000	Tallulah	4515	San Antonio	78218
Atlanta	-84.337150000000	33.757789000000	Foote	1532	Atlanta	30307
Fort Worth	-97.126602000000	32.860355000000	Rolling Meadows	3613	Bedford	76021
Dallas	-97.083709716797	32.659183502197	Safari	5403	Arlington	76018
Fort Worth	-97.147804000000	32.825775000000	Overhill	904	Bedford	76022
Dallas	-96.752951900000	33.043889000000	Laguna	3032	Plano	75023
Philadelphia	-75.131518000000	40.075010000000	OLD YORK	8251	ELKINS PARK	19027
San Antonio	-98.507026000000	29.461801000000	Fulton	819	San Antonio	78212
Dallas	-97.098823547363	32.701545715332	Williamsburg Manor	2610	Arlington	76014
Fort Worth	-97.221313000000	32.675598000000	Greenspring	7118	Arlington	76016
Houston Central	-95.692952000000	29.549708000000	Flowermound Dr	6726	Sugar Land	77479
Atlanta	-84.298400878906	33.729198455811	Keheley	2131	Decatur	30032
Atlanta	-84.603996276855	33.809429168701	Nathan	1709	Austell	30168
Fort Worth	-96.846351623535	32.694793701172	Lost Creek	3964	Dallas	75224
Dallas	-96.773277000000	32.931545000000	Brookgreen	13435	Dallas	75240
Dallas	-96.735580000000	32.851230000000	Lehigh	7336	Dallas	75214
Fort Worth	-97.425888000000	32.743343000000	Saxony	1701	Fort Worth	76116
Philadelphia	-75.172683000000	39.934440000000	17TH	1312	PHILADELPHIA	19146
Fort Worth	-97.169921875000	32.816692352295	Norwood	505	Hurst	76053
Fort Worth	-97.386039000000	32.678810000000	Whitfield	4237	Fort Worth	76109
Dallas	-96.655990600586	32.766220092773	Stonewood	9624	Dallas	75227
San Antonio	-98.490516000000	29.510444000000	Pinewood	319	San Antonio	78216
Fort Worth	-97.090568000000	32.727081000000	Dawn	1111	Arlington	76010
Houston Central	-95.523040771484	30.218381881714	Gaslight	42	Spring	77382
Dallas	-96.739837646484	32.970924377441	Melrose	614	Richardson	75080
Houston Central	-95.377693000000	29.792402000000	Northwood St	204	Houston	77009
Fort Worth	-97.242518000000	32.831660000000	Lariat	4629	North Richland Hills	76180
Houston Central	-95.470054626465	30.018207550049	Place Rebecca	2103	Houston	77090
Denton	-97.143569000000	33.222675000000	Broadway	1102	Denton	76201
Los Angeles	-117.892776000000	33.646980000000	Irvine	2223	Newport Beach	92660
San Antonio	-98.525688000000	29.450977000000	Ashby Pl	1935	San Antonio	78201
Houston Central	-95.551460266113	30.007772445679	SCENIC GARDENS DR	16722	SPRING	77379
Dallas	-96.749801000000	32.844097000000	Patrick	6507	Dallas	75214
Dallas	-96.800054000000	32.959900000000	La Cosa	6143	Dallas	75248
Fort Worth	-97.376205000000	32.771968000000	Bailey	813	Fort Worth	76107
Denton	-96.624237000000	33.212547000000	Pearson Ave	1108	McKinney	75069
Los Angeles	-117.935134000000	33.692714000000	Alabama	3333	Costa Mesa	92626
Dallas	-97.027290000000	32.760372000000	Austrian	1713	Grand Prairie	75050
Atlanta	-84.425914000000	33.742728000000	Lucile	1165	Atlanta	30310
San Antonio	0.000000000000	0.000000000000	Quarles St	13927	San Antonio	78247
Fort Worth	-97.488136291504	32.821804046631	Stone	218	Lakeside	76108
Dallas	-96.744331000000	32.900230000000	Whitehurst	9202	Dallas	75243
Dallas	-96.962593078613	32.844535827637	Fairbrook	2800	Irving	75062
Fort Worth	-97.190803527832	32.799259185791	Elbe	8701	fort worth	76104
Los Angeles	-118.159980000000	34.165481000000	Lincoln	1137	Pasadena	91103
Denton	-97.029953002930	33.034420013428	Ramblewood	920	Lewisville	75067
San Antonio	-98.466430664062	29.427368164062	NOLAN ST	1118	San Antonio	78202
Houston Central	-95.477920532227	29.671485900879	Dumfries Dr	5418	Houston	77096
Fort Worth	-97.243507385254	32.861213684082	Dream	6408	Watauga	76148
Houston Central	-95.436027900000	30.002030000000	Hollow Wood Dr	16235	Houston	77090
Denton	-97.048202514648	33.055782318115	Homestead	1309	Flower Mound	75028
Houston Central	-95.214408874512	30.059736251831	River Village	2187	Kingwood	77339
San Antonio	-98.409317016602	29.493429183960	Bikini Dr	4227	San Antonio	78218
Philadelphia	-75.151512145996	39.917900085449	PHILIP	2410	PHILADELPHIA	19148
Denton	-96.869705200195	32.904537200928	st croix	3216	DALLAS	75229
Fort Worth	-97.373268127441	32.647258758545	vega	6612	fort worth	76133
Atlanta	-84.304862976074	33.855140686035	Jordan	2069	Atlanta	30345
Philadelphia	-75.314643859863	40.011188507080	HAVERFORD	635	HAVERFORD	19041
Philadelphia	-75.293113708496	39.958068847656	GAINSBORO	814	DREXEL HILL	19026
San Antonio	-98.500418000000	29.455105000000	Magnolia	427	San Antonio	78212
Dallas	-97.255767000000	32.872380000000	Bunker	5817	Watauga	76148
Houston Central	-95.512924194336	29.903533935547	Lamppost	8410	Houston	77064
Houston Central	-95.507080078125	29.903942108154	Pebbledowne	8375	Houston	77064
Houston Central	-95.511322021484	29.904676437378	Carriage Creek	8503	Houston	77064
Houston Central	-95.503982543945	29.903018951416	Big Creek	8331	Houston	77064
Dallas	-96.874465942383	32.939983367920	Candlewick	3041	Farmers Branch	75243
Dallas	-96.744373900000	32.843831000000	Blessing	6716	Dallas	75214
Atlanta	-84.327796936035	33.734157562256	Josephine	1971	Atlanta	30316
San Antonio	-98.499410000000	29.406226000000	SIMON	206	San Antonio	78204
Houston Central	-95.456291198730	29.585952758789	Lazy Ridge	16226	Houston	77053
Fort Worth	-97.368247985840	32.620483398438	Derby Ln	8337	Fort Worth	76123
Houston Central	-95.368324279785	30.050249099731	Burkegate	4419	Spring	77373
Dallas	-96.862442016602	32.917324066162	Goldendale	3426	Farmers Branch	75243
Denton	-96.890777587891	33.099304199219	Knight	7101	The Colony	75056
Philadelphia	-75.171867370605	39.919250488281	Carlisle #2	2509	Philadelphia	19145
San Antonio	-98.688301086426	29.500356674194	Valley Rock	9446	San Antonio	78250
Los Angeles	-117.772048950200	33.805313110352	Ridgeline	1015	Orange Park Acres	92869
Dallas	-96.789024353027	32.969768524170	Mill Falls	6921	Dallas	75248
Houston Central	-95.580360412598	29.603368759155	Orkney	4635	Missouri City	77459
Austin	0.000000000000	0.000000000000	Neans	1106	Austin	78758
Dallas	-96.742301000000	32.859859000000	Wakefield	6919	Dallas	75231
Dallas	-96.708778381348	32.874149322510	Ferndale	9311	Dallas	75238
Dallas	-96.652153015137	32.822544097900	Ridgedale	4222	Mesquite	75150
San Antonio	-98.320968627930	29.563524246216	OAK MDWS	13614	Universal City	78148
Houston Central	-95.439437866211	29.804876327515	Widdicomb Ct	2003	Houston	77008
Fort Worth	-97.367073059082	32.755065917969	Hamilton	3408	Ft. Worth	76107
Dallas	-96.741011000000	32.899780000000	Locarno	9309	Dallas	75243
Houston Central	-95.095893859863	29.447990417480	Glade Bridge	229	Dickinson	77539
Denton	-97.374633789062	32.736404418945	El Campo	3832	Fort Worth	76107
Houston Central	-95.489838123322	29.743540808558	Briarview	2402	Houston	77077
Dallas	-96.634582519531	32.880809783936	Medina	517	Garland	75041
Los Angeles	-117.618804931640	33.427593231201	Marquita	141	San Clemente	92672
Fort Worth	-97.333733000000	32.395096000000	Rosedale	119	Keene	76059
San Antonio	-98.523788452148	29.481138229370	Mariposa	1731	San Antonio	78201
San Antonio	-98.496963500977	29.536287307739	PATRICIA	239	San Antonio	78216
Denton	-96.890579223633	33.078586578369	ALTA OAKS	4808	The Colony	75056
Dallas	-96.739990234375	32.905494689941	Clover Valley	9217	Dallas	75243
Denton	-97.225440000000	33.001274000000	Walnut	409	Roanoke	76262
San Antonio	-98.492904000000	29.639455000000	EL PAISAJE	910	San Antonio	78258
Austin	0.000000000000	0.000000000000	Far West	4019	Austin	78731
Houston Central	-95.484191894531	30.037288665771	Lost Oak Dr	4802	Spring	77388
Atlanta	-84.440605163574	33.743736267090	Derry	1617	Atlanta	30310
Philadelphia	-75.123057000000	39.979268000000	CEDAR	2454	PHILADELPHIA	19125
Fort Worth	-97.278549194336	32.863800048828	Thistledown	4852	Fort Worth	76137
Fort Worth	-97.247055053711	32.855899810791	Martha	5944	Watauga	76148
Dallas	-96.715476000000	32.888687000000	Vistadale	9915	Dallas	75238
Dallas	-97.101783752441	32.697654724121	Cavendish	608	Arlington	76014
Houston Central	-95.237634000000	30.028923000000	Hamblen	1227	Humble	77339
Houston Central	-95.239799499512	29.690738677979	El Buey	5410	Houston	77017
San Antonio	0.000000000000	0.000000000000	CORITA ST	1723	San Antonio	78209
Dallas	-96.749984000000	32.947364000000	Dumont	800	Richardson	75080
Austin	0.000000000000	0.000000000000	Brentwood	310	Leander	78641
Houston Central	-95.519432067871	30.115072250366	Northway Dr	6402	Spring	77389
Atlanta	-84.261428833008	33.750034332275	Robin	3141	Decatur	30032
Fort Worth	-97.143959045410	32.565746307373	Oak	210	Mansfield	76063
Los Angeles	-117.992348000000	34.160114000000	GRAND	378	Monrovia	91016
Fort Worth	-97.170227000000	32.717438000000	Shady Valley	4056	Arlington	76013
Philadelphia	-75.155077600000	39.919222100000	FITZGERALD	433	PHILADELPHIA	19148
Austin	-97.748191833496	30.366712570190	Brownwood	3612	Austin	78759
Atlanta	-84.404998779297	33.784751892090	Ethel	541	Atlanta	30318
San Antonio	-98.625961000000	29.422178000000	Cedarwood	6844	San Antonio	78227
Dallas	-96.716552734375	32.769760131836	Wofford	6106	Dallas	75227
Denton	-96.886436462402	33.084964752197	Crutchberry	5008	The Colony	75056
Houston Central	-95.467758178711	29.892719268799	Streamside	8506	Houston	77088
Fort Worth	-97.793594000000	32.754299000000	Lee	312	Weatherford	76086
Los Angeles	-118.421882629390	34.217380523682	Longridge	8045	North Hollywood	91605
Dallas	-96.720825195312	33.052310943604	Rainier	4004	Plano	75023
Los Angeles	-117.801650315520	33.748025894165	Bullard	1472	North Tustin	92780
Fort Worth	-97.379592895508	32.773406982422	Edgefield	869	Fort Worth	76107
Fort Worth	-97.362480163574	32.798366546631	Pearl	2925	Fort Worth	76106
Fort Worth	-97.218345642090	32.676372528076	Blackberry	7004	Arlington	76016
Dallas	-97.092956542969	32.719749450684	Carswell	1513	Arlington	76010
Houston Central	-95.434822082520	30.259075164795	Woodstock Ln	588	Conroe	77302
Houston Central	-95.650871276855	29.693639755249	Alcomita Dr	7610	Houston	77083
San Antonio	-98.504798889160	29.392147064209	Fairmont	114	San Antonio	78244
San Antonio	-98.360099000000	29.507588000000	Cool Forest	8002	San Antonio	78239
Fort Worth	-97.364250183105	32.664924621582	Morley	5600	Fort Worth	76133
Fort Worth	-97.365646362305	32.696819305420	Winston	3551	Fort Worth	76109
Houston Central	-95.336303710938	29.673999786377	Water Park	7426	Houston	77086
Fort Worth	-97.389533996582	32.725997924805	Houghton	4637	Fort Worth	76107
San Antonio	-98.522094726562	29.373653411865	STONEWALL ST	1011	San Antonio	78211
Houston Central	-95.515060424805	29.827089309692	Opelika	9018	Houston	77080
Fort Worth	-97.034782409668	33.090808868408	Oak	209	Highland Village	75077
Philadelphia	-75.122917000000	39.997371000000	Arbor 2	3154	PHILADELPHIA	19134
Fort Worth	-97.371550574899	32.696362584829	South Hills	3649	Fort Worth	76109
Houston Central	-95.737396240234	29.770713806152	Park Brush	21030	Katy	77450
Houston Central	-95.356124877930	29.672023773193	Briscoe	4633	Houston	77051
Atlanta	-84.393089294434	33.940013885498	River Springs Dr	240	Sandy Springs	30328
Houston Central	-95.456138900000	30.037996000000	Hideaway Ln	3411	Spring	77388
San Antonio	-98.440940856934	29.467559814453	Hathaway	435	San Antonio	78209
Philadelphia	-75.172935485840	39.928070068359	BANCROFT	1820	PHILADELPHIA	19145
San Antonio	-98.510574340820	29.454130172729	MISTLETOE AVE	1015	San Antonio	78201
San Antonio	-98.475280000000	29.432941000000	burleson	323	San Antonio	78202
Dallas	-96.778884887695	32.952838897705	Lynworth	7444	Dallas	75248
San Antonio	-98.345237731934	29.553010940552	Prickle Pear	12501	Live Oak	78233
San Antonio	-98.519386291504	29.451820373535	Navidad	2310	San Antonio	78201
Houston Central	-95.389411926270	30.048093795776	Timberbrook Dr	23227	Spring	77373
San Antonio	-98.464035034180	29.497564315796	LA SOMBRA DR	1827	San Antonio	78209
Philadelphia	-75.139389038086	40.091503143311	CLIFF	111	WYNCOTE	19095
Fort Worth	-97.370831742900	32.349558994200	Washington	210	Cleburne	76031
Dallas	-96.740333557129	32.971240997314	Nantucket	1603	Richardson	75080
Denton	-97.137382507324	33.223606109619	Carroll	1001	Denton	76201
Dallas	-96.864265441895	33.093219757080	Baker	5741	The Colony	75056
Denton	-96.627006530762	32.942958831787	DUKESWOOD	2930	GARLAND	75040
Dallas	-96.761070000000	32.904346000000	Whittenburg Gate	9422	Dallas	75243
Houston Central	-95.548957824707	30.014526367188	Canyon Ridge Dr	17135	Spring	77379
Fort Worth	-97.096633911133	33.219371795654	Weston	3032	Denton	76209
Houston Central	-95.439620971680	29.804443359375	Brooktree	2226	Houston	77008
Los Angeles	-117.762711000000	33.530416000000	Baja	1083	Laguna Beach	92651
Houston Central	-95.340217590332	29.705501556396	Arvilla Ln	4843	Houston	77021
Denton	-96.756446838379	32.975521087646	Cheyenne	1802	Richardson	75080
Philadelphia	-75.234298706055	40.025703430176	ASHLAND	124	LOWER MERION	19004
Houston Central	-95.194213867188	30.079288482666	Shady Maple	5019	Kingwood	77339
Los Angeles	-118.155494689940	34.108150482178	Diamond	1518	South Pasadena	91030
Philadelphia	-75.193992614746	40.012161254883	CALUMET	3626	PHILADELPHIA	19129
Denton	-96.864425000000	32.917720000000	Templeton	12524	Farmers Branch	75234
Houston Central	-95.126365000000	29.492128000000	Fredericksburg Dr.	2515	League City	77573
San Antonio	-98.333511000000	29.494825000000	Corum Trail	7907	San Antonio	78244
Dallas	-97.238327026367	32.882823944092	Inwood	6652	Watauga	76148
Philadelphia	-75.157905578613	39.926448822021	Moore	714	Philadelphia	19148
Atlanta	-84.432161897421	34.049065634608	Loch Highland	4285	Roswell	30075
Atlanta	-84.274055480957	33.752616882324	Dorothy	1405	Decatur	30030
Fort Worth	-97.461174000000	32.747151000000	Richard	8213	Fort Worth	76108
Houston Central	-95.467460632300	29.823333740200	MILWEE	5218	HOUSTON	77092
Atlanta	-84.517756000000	33.872126000000	Pinehurst	1210	Smyrna	30080
San Antonio	-98.296172000000	29.494574000000	Autumn	6915	Converse	78109
Fort Worth	-97.338790893555	32.710029602051	5th	2835	Fort Worth	76110
Austin	-97.713778252427	30.430412563107	Oak Creek	4201	Austin	78727
Houston Central	-95.658996582031	29.696699142456	SIERRA VALLE DR	15519	HOUSTON	77083
Houston Central	-95.516578674316	29.973430633545	Indian Wells Dr	12711	Houston	77066
Dallas	-96.795761108398	32.968761444092	Copper Creek	6439	Dallas	75248
Houston Central	-95.330154000000	29.745861000000	SOUTH SUPER ST	216	Houston	77011
San Antonio	-98.357124000000	29.476476000000	FAIRLAKE ST	6710	San Antonio	78244
San Antonio	-98.596229553223	29.452480316162	Santa Cruz	5447	San Antonio	78228
Houston Central	-95.526230000000	29.669900000000	Braesdale Ln	8510	Houston	77071
San Antonio	-98.402839000000	29.550477000000	ALAMO BLANCO	11913	San Antonio	78233
Houston Central	-95.566656000000	29.743712000000	Olympia Dr	10726	Houston	77042
Fort Worth	-97.267135620117	32.808544158936	Meadow Oaks	3226	Haltom City	76117
Houston Central	-95.226028442383	30.034318923950	Trailwood Village Dr	1339	Kingwood	77339
San Antonio	-98.309250000000	29.540256000000	Tumblebrook	530	San Antonio	78148
Houston Central	-95.614021301270	29.756460189819	Briar Forest Dr #148	12800	Houston	77077
Houston Central	-95.539253234863	29.703723907471	Leader	8803	Houston	77036
Dallas	-96.772361755371	32.971481323242	La Cabeza	7808	Dallas	75248
Fort Worth	-97.257339477539	32.815563201904	Sheridon	3616	North Richland Hills	76117
Atlanta	-84.268340000000	33.819887000000	Atterberry	1351	Decatur	30033
Fort Worth	-97.425720214844	32.744239807129	Ridgmar	1604	Fort Worth	76116
Atlanta	-84.249549865723	33.757865905762	Beech Drive	3427	Decatur	30032
Houston Central	-95.493408203125	29.977140426636	Sarti St	12230	Houston	77066
Atlanta	-84.545562744141	33.630580902100	Larkspur	5007	Atlanta	30349
Houston Central	-95.547874450684	29.999986648560	Hexham Dr	16149	Spring	77379
Houston Central	-95.599624633789	29.979860305786	Fawnview Dr	11806	Houston	77070
Houston Central	-95.179031372070	29.689638137817	Marlen	2404	Pasadena	77502
Los Angeles	-119.239654541020	34.267616271973	Flower	3958	Ventura	93003
San Antonio	-98.443090000000	29.493766000000	Irvington	434	San Antonio	78209
Dallas	-96.802085876465	33.008678436279	Breakpoint	6066	Dallas	75252
Los Angeles	-118.118255615230	33.830009460449	Parkcrest	5822	Long Beach	90808
San Antonio	-98.321182250977	29.518894195557	Deborah	317	Converse	78109
Atlanta	-84.282600402832	33.801860809326	Gardenia	824	Decatur	30033
Dallas	-96.720710754395	32.881500244141	RAVENSWAY	9806	Dallas	75238
Fort Worth	-97.375162000000	32.770881000000	N. Bailey	730	Fort Worth	76107
Dallas	-96.651696000000	32.847599000000	Drummond	11410	Dallas	75228
Houston Central	-95.495414733887	29.653738021851	Beaudry	6002	Houston	77035
Houston Central	-95.662407000000	29.705946000000	Marisol	6718	Houston	77083
Denton	-96.891675000000	33.090990000000	Lemmon	4713	The Colony	75056
Dallas	-96.729530334473	32.902816772461	Atherton	9666	Dallas	75243
Dallas	-96.706451416016	33.049144744873	Warwick	817	Plano	75023
Fort Worth	-96.895545959473	32.959968566895	Hood	1803	Carrollton	75006
Philadelphia	-75.029792785645	40.039970397949	DECATUR	4120	PHILADELPHIA	19136
Dallas	-96.868743896484	32.945075988770	Cyprus Point	14515	Farmers Branch	75234
Dallas	-96.582221984863	32.771217346191	Paintbrush	1132	Mesquite	75149
Fort Worth	-97.373012000000	32.698735000000	Biddison	3712	Fort Worth	76109
Philadelphia	-75.162834167480	39.933788299561	TITAN	1116	PHILADELPHIA	19147
Houston Central	-95.612159000000	29.885899000000	Log Cradle	7418	Houston	77041
Dallas	-96.868847000000	32.893701000000	Regent	3236	Dallas	75229
Houston Central	-95.500589000000	29.871911000000	Stonehearth	8902	Houston	77040
Los Angeles	-117.983818000000	33.983264000000	Flower Hill	3226	Hacienda Hts	91745
Dallas	-96.703193664551	32.806087493896	Banquo	8458	Dallas	75228
Denton	-97.255455017090	32.475025177002	Oak	4217	Alvarado	76009
Los Angeles	-118.103996276860	34.154216766357	Lola	462	Pasadena	91107
Houston Central	-95.373359680176	29.719177246094	Oakdale St	2531	Houston	77004
San Antonio	-98.595703125000	29.458911895752	Southwick St	5531	San Antonio	78228
Houston Central	-1.000000000000	-1.000000000000	Sagedowne Ln	11602	Houston	77089
Fort Worth	-97.301025000000	32.876551000000	Flintwood	3800	Fort Worth	76137
San Antonio	-98.469512939453	29.431091308594	LAMAR	716	San Antonio	78202
San Antonio	-98.522712707520	29.376754760742	Crystal	1130	San Antonio	78211
Denton	NULL	NULL	Pensacola	200	Waxahachie	75165
San Antonio	-98.226070851088	29.624328017235	Elm	3620	Schertz	78108
Dallas	-96.809059143066	33.009368896484	Rowden	19505	Dallas	75252
Fort Worth	-97.396614074707	32.778392791748	Merritt	1154	River Oaks	76114
Houston Central	-95.598426818848	29.587507247925	Flintwood	3114	Sugar Land	77479
Houston Central	-95.598289489746	29.577690124512	Hidden Creek	3514	Sugar Land	77479
Atlanta	-84.387001037598	34.052528381348	Ridgefield	1695	Roswell	30075
Philadelphia	-75.221538000000	40.034189000000	PECHIN	4618	PHILADELPHIA	19128
Houston Central	-95.166496276855	30.057716369629	Mulberry Grove Rd	5318	Kingwood	77345
Denton	-97.027481000000	33.125057000000	DUCHESS	5304	LAKE DALLAS	75065
Atlanta	-84.247680664062	33.965744018555	Courtside	6226	Norcross	30092
Philadelphia	-75.153968811035	39.930431365967	WILDER	521	PHILADELPHIA	19147
Los Angeles	-118.278129577640	33.812427520752	234th	172	Carson	90745
Fort Worth	-97.156776428223	32.720291137695	Shady Valley2	4056	Arlington	76013
Houston Central	-95.358871000000	29.727792000000	Holman	3224	Harris	77004
San Antonio	-98.443916000000	29.372154000000	Grecian	201	San Antonio	78223
Dallas	-96.745620727539	32.957416534424	WINCHESTER	715	Richardson	75080
San Antonio	-98.562171936035	29.558841705322	Silver Radience	12715	San Antonio	78230
Houston Central	-95.150222778320	30.044994354248	Lofty Maple	1614	Kingwood	77345
Dallas	-96.630645751953	32.862621307373	Wildbriar	341	Garland	75043
Dallas	-96.594528198242	32.713935852051	Oakwood	14715	Balch Springs	75180
Fort Worth	-97.433449900000	32.742515000000	Dakar	1716	Fort Worth	76116
San Antonio	-98.470260620117	29.447179794312	Pine	822	San Antonio	78212
Houston Central	-95.472183227539	29.825496673584	April Ln	3911	Houston	77092
San Antonio	-98.513816833496	29.480867385864	W Mariposa	1119	San Antonio	78201
Houston Central	-95.617843627930	30.092813491821	S Magnolia St	402	Tomball	77375
Philadelphia	-75.303543090820	39.960311889648	HARPER	1101	DREXEL HILL	19026
Fort Worth	-97.389205932617	32.762523651123	Palmetto	215	Fort Worth	76114
Dallas	-97.283630371094	32.864501953125	Poppy	4723	Fort Worth	76137
Philadelphia	-75.289039611816	39.981689453125	Merion	600	havertown	19083
Dallas	-96.693893000000	33.036413000000	Lilac	1412	Plano	75074
Atlanta	-84.405052185059	33.986335754395	Lake Fjord	5010	Marietta	30068
Houston Central	-95.335967000000	29.648579000000	Groveton St & 10702 Duane	5722	Houston	.
Fort Worth	-97.246597290039	32.765342712402	Willow Ridge	601	Fort Worth	76103
Houston Central	-95.464281000000	29.673955000000	Dumfries Dr	4963	Houston	77096
Fort Worth	-96.991622924805	32.714233398438	Sheriff	2133	Grand Prairie	75051
Denton	-97.029968000000	33.031902000000	Azalia	1316	Lewisville	75067
San Antonio	-98.360877990723	29.508420944214	Lake Forest	8014	San Antonio	78239
Los Angeles	-118.221373000000	34.127928000000	Avenue 45	1738	Los Angeles	90041
Houston Central	-95.369567871094	30.045356750488	Tylergate	4219	Spring	77373
Houston Central	-95.216201782227	29.534496307373	Castlelake Dr	503	Friendswood	77546
Fort Worth	-97.197975000000	32.668981000000	Crest	4808	Arlington	76017
Atlanta	-84.411590576172	33.716102600098	Desoto	1420	Atlanta	30310
Houston Central	-95.451004028320	30.021871566772	Verret	1107	Houston	77090
Houston Central	-95.614852905273	29.729759216309	Ashford Arbor	3102	Houston	77082
Houston Central	-95.730332000000	29.765809000000	Prince Creek Dr	20642	Katy	77450
Fort Worth	-97.464912414551	32.753044128418	Wyatt	8512	White Settlement	76108
Houston Central	-94.976500000000	29.738262000000	Murrill St	1002	Baytown	77520
Los Angeles	-118.226188659670	34.138961791992	El Roble	2809	Los Angeles	90041
Houston Central	-95.397598266602	30.047626495361	Trailing Vine Rd	2327	Spring	77373
Dallas	-96.722702026367	32.882675170898	Dartridge	9560	Dallas	75238
Houston Central	-95.141495000000	29.552024000000	Lost Rock Dr.	307	Webster	77598
Houston Central	-95.165954589844	29.704793930054	Albemarle Dr	3212	Pasadena	77503
Los Angeles	-118.106812000000	34.171101000000	Alpha	1453	Pasadena	91104
Fort Worth	-97.021171569824	33.124649047852	Lakeview	200	Lake Dallas	75065
Fort Worth	-97.374572753906	32.739807128906	Bryce	3824	Fort Worth	76107
Los Angeles	-117.760406494140	33.889110565186	Via Del Puente	21310	Yorba Linda	92887
Fort Worth	-97.236312866211	32.743934631348	grandview	2421	fort worth	76112
San Antonio	-98.424316000000	29.567677000000	McCormick	3510	San Antonio	78247
Dallas	-96.691833496094	33.027099609375	Sylvan	1601	Plano	75074
Dallas	-96.601600646973	32.874725341797	Toler	1925	Garland	75043
Houston Central	-95.448776245117	29.829452514648	Cheshire	2018	Houston	77018
Fort Worth	-97.357376098633	32.669879913330	Westfield	2712	Fort Worth	76133
Houston Central	-95.134368000000	29.560924000000	Redway	814	Houston	77062
Fort Worth	-97.086847800000	32.964089900000	Hummingbird	1120	Grapevine	76051
Dallas	-96.621286000000	32.740381900000	Edgemont	1616	Mesquite	75149
Denton	-97.123718261719	33.243198394775	Windfields	709	Denton	76209
Dallas	-96.732543000000	32.969852000000	Melrose	430	Richardson	75080
Fort Worth	-97.461786000000	32.774180000000	hackamore	845	fort worth	76108
Fort Worth	-97.376190185547	32.655502319336	Kelvin	3829	Fort Worth	76133
Los Angeles	-118.429664611820	34.048210144043	OVERLAND	2030	Los Angeles	90025
Fort Worth	-97.238197326660	32.768390655518	heights	732	fort worth	76122
Philadelphia	-75.161117553711	39.918605804443	MILDRED	2437	PHILADELPHIA	19148
San Antonio	-98.490317000000	29.512649000000	SPRUCEWOOD LANE	323	San Antonio	78216
Houston Central	-95.669629000000	29.970559000000	Darby House	16515	Cypress	77429
Dallas	-97.417091000000	32.733581000000	East	2812	Fort Worth	76116
San Antonio	-98.430435180664	29.578294754028	Green Spring	3415	San Antonio	78247
Atlanta	-84.455268859863	33.683895111084	n CLARK DR	2620	EAST POINT	30344
Houston Central	-95.404319000000	30.077994000000	FAIRBROOK LN	25810	SPRING	77373
Fort Worth	-97.441535949707	32.881076812744	Canyon Crest	8633	Fort Worth	76179
Houston Central	-95.364921569824	30.048379898071	TOWERGATE DR	4515	Spring	77373
Houston Central	-95.490793000000	30.007549000000	Amber Forest	3434	Houston	77068
San Antonio	-98.533416748047	29.416772842407	Chihuahua	2508	San Antonio	78207
Dallas	-96.738151550293	32.861541748047	Freemont	7066	Dallas	75231
San Antonio	-98.607612609863	29.533500671387	Holly Hock	6141	San Antonio	78240
Dallas	-96.855895996094	32.695102691650	Tosca	2239	Dallas	75224
Houston Central	-95.066841125488	29.340358734131	32nd 1/2 St	11120	Santa Fe	77510
Austin	0.000000000000	0.000000000000	Portage	8512	Austin	78717
Dallas	-97.039611816406	33.083663940430	Willow Cove	102	Highland Village	75077
San Antonio	-98.337142944336	29.551019668579	TRAILING OAKS ST	12310	Live Oak	78233
San Antonio	-98.486289978027	29.504726409912	MERTZ DR	7606	San Antonio	78216
Fort Worth	-97.379467000000	32.741678000000	THOMAS	1821	Fort Worth	76107
Dallas	-96.841667175293	32.920005798340	Candlenut	4031	Dallas	75244
Philadelphia	-75.295257568359	39.958511352539	STONEYBROOK	2566	DREXEL HILL	19026
Dallas	-96.738319396973	32.850467681885	Bennington	7235	Dallas	75214
Houston Central	-95.532836914062	30.029573440552	THEISSWOOD	7407	Spring	77379
Dallas	-96.774467468262	32.985130310059	Mullrany	7709	Dallas	75248
Dallas	-96.702339172363	32.805454254150	Sweetwater	8460	Dallas	75228
San Antonio	-98.526115417480	29.461879730225	Gramercy	1829	San Antonio	78201
Austin	0.000000000000	0.000000000000	Pebble Garden	6100	Austin	78739
Houston Central	-95.497489929199	29.654607772827	Beaudry	6039	Houston	77035
Dallas	-96.733642578125	32.904693603516	Hunters Creek	9445	Dallas	75243
Denton	-96.873733520508	33.013938903809	Verlaine	3725	Carrollton	75007
Dallas	-96.850219000000	32.916568000000	High Meadow	12621	Dallas	75244
San Antonio	-98.324768066406	29.489030838013	Chestnut Barr Dr	7914	Converse	78109
Los Angeles	-118.089042663570	34.156112670898	Sunnyslope	554	Pasadena	91107
Houston Central	-95.499305725098	29.682298660278	Ariel St	6123	Houston	77074
